what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1338757697223
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1338757697243
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1338757697255
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1338757697259
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1338757697259
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1338757697271
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1338757697271
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1338757697272
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1338757697272
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1338757697272
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1338757697273
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1338757697273
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1338757697274
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1338757697275
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1338757697278
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1338757697282
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1338757697282
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1338757697297
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1338757697298
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1338757697310
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1338757697311
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1338757697312
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1338757697312
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1338757697330
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1338757697331
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1338757697331
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1338757697332
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1338757697333
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1338757697344
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1338757697344
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1338757697344
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1338757697363
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1338757697364
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1338757697368
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1338757697369
os,sysinfo,,,"macosx",1338757697372
arch,sysinfo,,,"x86_64",1338757697372
ws,sysinfo,,,"cocoa",1338757697372
locale,sysinfo,,,"en_US",1338757697372
processors,sysinfo,,,"4",1338757697372
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1338757697372
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-11M3646",1338757697372
java.specification.name,sysinfo,,,"Java Platform API Specification",1338757697372
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338757697372
java.specification.version,sysinfo,,,"1.6",1338757697372
java.vendor,sysinfo,,,"Apple Inc.",1338757697372
java.version,sysinfo,,,"1.6.0_31",1338757697372
java.vm.info,sysinfo,,,"mixed mode",1338757697372
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1338757697372
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1338757697372
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338757697372
java.vm.specification.version,sysinfo,,,"1.0",1338757697372
java.vm.vendor,sysinfo,,,"Apple Inc.",1338757697372
java.vm.version,sysinfo,,,"20.6-b01-415",1338757697372
